keyword_1,keyword_2,count
NTCIR-12,Experimentation,1
NTCIR-12,spoken document retrieval,1
Geospatial Feature,Ontology,1
Geospatial Feature,Form and Function,1
exercise,cardiorespiratory fitness,1
exercise,sensors,1
exercise,exercise rehabilitation,1
exercise,Chronic disease,1
exercise,technology,1
exercise,community-based,1
exercise,mHealth,1
exercise,physical therapy specialty,1
exercise,Health,1
exercise,lower extremity,1
exercise,exercise therapy,1
exercise,posture,1
exercise,biomedical technology,1
exercise,feedback,1
exercise,biomedical,1
Semantic indexing,detection refinement,1
Semantic indexing,Factorization,2
Semantic indexing,semantic smoothness,1
Semantic indexing,lifelogging.,1
Semantic indexing,Context fusion,2
Semantic indexing,Semantic,4
Semantic indexing,lifelogging,1
Semantic indexing,Surveillance,1
Semantic indexing,Concept detection  enhancement,1
Semantic indexing,Context,2
Semantic indexing,concept refinement,1
Semantic indexing,Refinement,2
Semantic indexing,event detection,1
Semantic indexing,Concept detection,2
Semantic indexing,Surveillance event detection,1
Semantic indexing,indexing,4
Semantic indexing,SAVASA,1
Semantic indexing,Propagation,2
Semantic indexing,lifelog,1
Semantic indexing,Concept detection enhancement,1
Pairwise ranking,Neural machine translation,1
Pairwise ranking,machine translation,1
Pairwise ranking,Literature translation,1
Pairwise ranking,translation,1
Pairwise ranking,statistical machine translation,1
Normalisation,Pre-processing,1
Normalisation,Contractions,1
Normalisation,Twitter,1
Normalisation,Spelling correction,1
Normalisation,Informal abbreviations,1
Normalisation,User-generated content,1
Normalisation,Non-standard spellings,1
domain-specific information retrieval,concept-based query expansion,1
domain-specific information retrieval,query expansion,1
domain-specific information retrieval,information,1
domain-specific information retrieval,information retrieval,1
domain-specific information retrieval,medical records retrieval,1
sensor network,Wireless sensor networks,1
sensor network,marine science,1
sensor network,estuarine,1
sensor network,sensors,3
sensor network,Internet,1
sensor network,wireless sensor networks,1
sensor network,Servers,1
sensor network,multi-modal sensing,2
sensor network,Browsers,1
sensor network,prediction and modelling,1
sensor network,remote sensing,1
sensor network,visual sensing,3
sensor network,environmental sensor networks,1
sensor network,Query service,1
sensor network,rainfall radar,1
sensor network,environmental monitoring,3
sensor network,Biomedical monitoring,1
sensor network,analysis,1
sensor network,sensor web,1
sensor network,Data synchronisation,1
sensor network,multi-modal sensor networks,5
sensor network,data analysis,1
sensor network,power management,1
sensor network,monitoring,5
sensor network,innovation,1
sensor network,"multi-modal sensing, sensor networks",1
sensor network,satellite sensing,2
sensor network,Sensor web,1
sensor network,landfill,1
sensor network,greenhouse gases,1
sensor network,Energy-saving,1
sensor network,events,1
sensor network,data growth,1
sensor network,modelling,1
sensor network,Calibration,1
sensor network,SmartBay,1
sensor network,data,5
sensor network,Monitoring,1
sensor network,methane,1
sensor network,Real time systems,1
sensor network,salinity,1
sensor network,Query,1
sensor network,sensor intelligence,1
sensor network,chemistry,1
sensor network,management,2
sensor network,sea surface temperature,1
sensor network,chemo-sensors,1
sensor network,chemical sensors,1
sensor network,sensor data management,1
sensor network,ERCIM,1
sensor network,Wireless sensor network,2
sensor network,sensor networks,17
sensor network,metadata standards,1
sensor network,Environmental monitoring,1
Support Vector Machines (SVM),Gradient Boosting (GB),1
Support Vector Machines (SVM),Logistic Regression (LR),1
Support Vector Machines (SVM),SVM,1
Support Vector Machines (SVM),RF,1
Support Vector Machines (SVM),Chronic Kidney Disease (CKD),1
Resolution of Impact (ROI),Time series analysis,1
Resolution of Impact (ROI),Forecast Aggregation,1
Resolution of Impact (ROI),time series,1
Resolution of Impact (ROI),The small sample size problem,1
Resolution of Impact (ROI),Neural Networks,1
Resolution of Impact (ROI),analysis,1
Resolution of Impact (ROI),Prediction,1
Resolution of Impact (ROI),Multistep ahead prediction,1
Resolution of Impact (ROI),Time series,1
Resolution of Impact (ROI),Univariate time series,1
Resolution of Impact (ROI),Recurrent Neural Networks,1
Resolution of Impact (ROI),Time series prediction,1
Resolution of Impact (ROI),Multi-resolution Analysis,1
Resolution of Impact (ROI),Forecasting,1
Resolution of Impact (ROI),Prediction in the long run,1
data warehousing,data transformation,1
data warehousing,data,1
data warehousing,mining,1
data warehousing,ETL,1
data warehousing,data models,1
"image search
and retrieval",computer vision fairness,1
"image search
and retrieval",visual datasets,1
"image search
and retrieval",dataset bias,1
"image search
and retrieval",dataset,1
"image search
and retrieval",image search,1
"image search
and retrieval",data,1
"image search
and retrieval",search,1
"image search
and retrieval",datasets,1
agile development,multimodal input,1
agile development,technology,1
agile development,translation,1
agile development,agile,1
agile development,computer-aided translation,1
agile development,usability,1
agile development,"translation,technology",1
agile development,multimodal,1
human computer interaction,interface,1
human computer interaction,touchscreen,1
human computer interaction,touchscreen interfaces,1
Model Selection,Stress detection using Electrodermal Activity signal,1
Model Selection,Hypothesis Testing,1
Model Selection,Statistical Analysis,1
Drug dissolution,Pharmacokinetics,1
Drug dissolution,Discrete simulation,2
Drug dissolution,Parallelisation,1
Drug dissolution,modelling,2
Drug dissolution,Probabilistic methods,2
Drug dissolution,OpenMP parallelisation,1
Drug dissolution,Computational modelling,2
Drug dissolution,methods,2
Drug dissolution,simulation,2
automatic post-editing,Traduction automatique statistique,1
automatic post-editing,irlandais,1
automatic post-editing,langue morphologiquement riche,1
automatic post-editing,machine translation,1
automatic post-editing,post-editing,1
automatic post-editing,editing,1
automatic post-editing,langue irlandaise,1
automatic post-editing,translation,1
automatic post-editing,statistical machine translation,1
automatic post-editing,morphologically rich language,1
automatic post-editing,Irish,1
automatic post-editing,Post-édition automatique,1
automatic post-editing,Irish language,1
Salient keypoints,Image matching,1
Salient keypoints,Sketch-based retrieval,1
Smart City Framework,Smart City,2
Smart City Framework,Requirement,1
Smart City Framework,Smart City Frameworks,1
Smart City Framework,Enterprise Architecture,2
attention algorithms,neural network,1
attention algorithms,video coding standards,1
attention algorithms,complexity reduction,1
attention algorithms,convolutional neural networks,1
attention algorithms,video,1
attention algorithms,neural networks,1
attention algorithms,multi-model architectures,1
Linked,ARK Platform,1
Linked,Data Valu,1
Linked,Data Value Chains,1
Linked,RDB2RDF,1
Linked,Mapping Rules,1
Linked,Semantic Web,1
Linked,"sustainable
service",1
Linked,Schema and Ontology Matching,1
Linked,Ontology,3
Linked,Root Cause Analysis,1
Linked,Reasoning,1
Linked,Semantic,1
Linked,LOD cloud,1
Linked,Geographic Information Systems,1
Linked,RDB,1
Linked,Data Quality,3
Linked,Linked Data.,1
Linked,Linked Data,10
Linked,Data Value,1
Linked,Aviation Safety Management Systems,1
Linked,data quality,1
Linked,Data Quality Analysis,1
Linked,Data Governance,1
Linked,mobile apps,1
Linked,Resource Description Framework (RDF),1
Linked,Ontology Engineering,1
Linked,Metadata,1
Linked,Geospatial Data,1
Linked,SPARQL,1
Linked,Automatic Mapping,1
Linked,data,2
Linked,"Geospatial Linked Data,Data Themes, Data Catalog",1
Linked,Information Systems,1
Linked,UI generation,1
Linked,OBDA,1
Linked,Metadata Quality,1
Linked,Modelling,1
Linked,PPE,1
Linked,metadata quality,1
Linked,Templating engine,1
Linked,Building Information Modelling,1
Linked,Risk Management,1
Linked,Digital Libraries,1
Automatic anchor selection,Cross-lingual Link Discovery,1
MRLs,Morphologically Rich Languages,1
U-Net,FCNs,1
U-Net,Skin Lesion,1
U-Net,Residual connection,1
human computation,multimedia technologies,1
human computation,crowds,1
human computation,crowdsourcing,1
human computation,human language technologies,1
human computation,multimedia,1
detection refinement,semantic smoothness,1
detection refinement,lifelogging.,1
detection refinement,Semantic,1
detection refinement,lifelogging,1
detection refinement,concept refinement,1
detection refinement,indexing,1
detection refinement,lifelog,1
Pro-Drop Language,Translation,1
Pro-Drop Language,Reconstruction Model,1
Pro-Drop Language,Dropped Pronoun,1
Pro-Drop Language,Dialogue,1
Pro-Drop Language,Machine Translation,1
Pro-Drop Language,Neural Machine Translation,1
Relationships,Customer Knowledge,1
Relationships,Record Linkage,1
distributed computing,Distributed data mining,1
distributed computing,spacial data mining,1
distributed computing,data,1
distributed computing,mining,1
distributed computing,superspeedup,1
distributed computing,"synchronous
communication",1
distributed computing,asynchronous communication,1
ARK Platform,Semantic Web,1
ARK Platform,Semantic,1
ARK Platform,PPE,1
ARK Platform,Organisational Change,1
ARK Platform,Risk Management,2
energy efficiency,green transportation,1
energy efficiency,vehicular communications,1
energy efficiency,electric bicycles,1
energy efficiency,component,1
energy efficiency,speed advisory,1
Educational video classification,neural network,1
Educational video classification,classification,1
Educational video classification,principal component analysis (PCA),1
Educational video classification,analysis,1
Educational video classification,convolutional neural networks,1
Educational video classification,video,1
Educational video classification,neural networks,1
